Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3046,ca-2017-125290,2017-11-06,2017-11-10,second class,cc-12430,chuck clark,home office,united states,minneapolis,minnesota,55407,central,off-ar-10001216,office supplies,art,newell 339,13.9,5,0.0,3.614
3047,ca-2017-125290,2017-11-06,2017-11-10,second class,cc-12430,chuck clark,home office,united states,minneapolis,minnesota,55407,central,off-pa-10003127,office supplies,paper,easy-staple paper,26.38,1,0.0,12.1348
3048,ca-2014-137351,2014-09-30,2014-10-04,standard class,db-13615,doug bickford,consumer,united states,seattle,washington,98105,west,off-bi-10003910,office supplies,binders,dxl angle-view binders with locking rings by samsill,43.176,7,0.2,13.4925
3049,ca-2017-121419,2017-04-02,2017-04-04,first class,tc-21475,tony chapman,home office,united states,columbus,georgia,31907,south,fur-ta-10004534,furniture,tables,bevis 44 x 96 conference tables,411.8,2,0.0,70.006
3050,ca-2017-121419,2017-04-02,2017-04-04,first class,tc-21475,tony chapman,home office,united states,columbus,georgia,31907,south,tec-ac-10000892,technology,accessories,netgear n750 dual band wi-fi gigabit router,360.0,4,0.0,129.6
3051,us-2017-148054,2017-10-06,2017-10-11,standard class,nz-18565,nick zandusky,home office,united states,meridian,idaho,83642,west,fur-fu-10003247,furniture,furnishings,36x48 hardfloor chairmat,41.96,2,0.0,2.9372
3052,us-2017-148054,2017-10-06,2017-10-11,standard class,nz-18565,nick zandusky,home office,united states,meridian,idaho,83642,west,off-ap-10004336,office supplies,appliances,"conquest 14 commercial heavy-duty upright vacuum, collection system, accessory kit",227.84,4,0.0,66.0736
3053,us-2017-148054,2017-10-06,2017-10-11,standard class,nz-18565,nick zandusky,home office,united states,meridian,idaho,83642,west,off-pa-10001295,office supplies,paper,computer printout paper with letter-trim perforations,37.94,2,0.0,18.2112
3054,ca-2016-128517,2016-04-09,2016-04-14,second class,sw-20350,sean wendt,home office,united states,detroit,michigan,48227,central,tec-ph-10002555,technology,phones,nortel meridian m5316 digital phone,517.9,2,0.0,134.654
3055,ca-2016-128517,2016-04-09,2016-04-14,second class,sw-20350,sean wendt,home office,united states,detroit,michigan,48227,central,off-bi-10000831,office supplies,binders,storex flexible poly binders with double pockets,5.28,2,0.0,2.4288
3056,us-2015-100377,2015-08-28,2015-09-01,standard class,ts-21370,todd sumrall,corporate,united states,chicago,illinois,60623,central,tec-co-10001046,technology,copiers,canon imageclass d680 copier / fax,2799.96,5,0.2,874.9875
3057,ca-2017-131492,2017-10-19,2017-10-24,second class,hh-15010,hilary holden,corporate,united states,san francisco,california,94110,west,off-en-10002973,office supplies,envelopes,ampad #10 peel & seel holiday envelopes,8.96,2,0.0,4.3008
3058,ca-2017-131492,2017-10-19,2017-10-24,second class,hh-15010,hilary holden,corporate,united states,san francisco,california,94110,west,off-la-10001641,office supplies,labels,avery 518,31.5,10,0.0,15.12
3059,ca-2017-131492,2017-10-19,2017-10-24,second class,hh-15010,hilary holden,corporate,united states,san francisco,california,94110,west,fur-fu-10003878,furniture,furnishings,"linden 10"" round wall clock, black",30.56,2,0.0,10.3904
3060,ca-2017-131492,2017-10-19,2017-10-24,second class,hh-15010,hilary holden,corporate,united states,san francisco,california,94110,west,fur-ta-10003837,furniture,tables,anderson hickey conga table tops & accessories,24.368,2,0.2,-3.3506
3061,ca-2016-144554,2016-11-07,2016-11-12,standard class,dm-13345,denise monton,corporate,united states,newark,ohio,43055,east,tec-ac-10002800,technology,accessories,plantronics audio 478 stereo usb headset,119.976,3,0.2,22.4955
3062,ca-2017-127621,2017-03-03,2017-03-07,standard class,re-19450,richard eichhorn,consumer,united states,dallas,texas,75081,central,off-pa-10001307,office supplies,paper,"important message pads, 50 4-1/4 x 5-1/2 forms per pad",26.88,8,0.2,9.744
3063,ca-2015-145184,2015-11-27,2015-11-29,first class,jd-16150,justin deggeller,corporate,united states,newark,delaware,19711,east,tec-ph-10002350,technology,phones,apple earpods with remote and mic,83.97,3,0.0,23.5116
3064,ca-2015-145184,2015-11-27,2015-11-29,first class,jd-16150,justin deggeller,corporate,united states,newark,delaware,19711,east,tec-ac-10000397,technology,accessories,"perixx periboard-512b, ergonomic split keyboard",104.97,3,0.0,7.3479
3065,ca-2017-106859,2017-03-13,2017-03-18,second class,bf-11215,benjamin farhat,home office,united states,albuquerque,new mexico,87105,west,off-st-10000615,office supplies,storage,"simplifile personal file, black granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0.0,25.424
3066,ca-2017-106859,2017-03-13,2017-03-18,second class,bf-11215,benjamin farhat,home office,united states,albuquerque,new mexico,87105,west,tec-ph-10004531,technology,phones,otterbox commuter series case - iphone 5 & 5s,140.736,8,0.2,49.2576
3067,ca-2017-106859,2017-03-13,2017-03-18,second class,bf-11215,benjamin farhat,home office,united states,albuquerque,new mexico,87105,west,tec-ac-10004001,technology,accessories,logitech wireless headset h600 over-the-head design,214.95,5,0.0,88.1295
3068,ca-2017-106859,2017-03-13,2017-03-18,second class,bf-11215,benjamin farhat,home office,united states,albuquerque,new mexico,87105,west,off-pa-10001534,office supplies,paper,xerox 230,45.36,7,0.0,21.7728
3069,ca-2017-106859,2017-03-13,2017-03-18,second class,bf-11215,benjamin farhat,home office,united states,albuquerque,new mexico,87105,west,off-pa-10001815,office supplies,paper,xerox 1885,288.24,6,0.0,138.3552
3070,us-2017-120089,2017-11-30,2017-11-30,same day,ml-17755,max ludwig,home office,united states,toledo,ohio,43615,east,off-ap-10003779,office supplies,appliances,kensington 7 outlet masterpiece power center with fax/phone line protection,663.936,4,0.2,82.992
3071,ca-2014-119375,2014-11-17,2014-11-22,standard class,yc-21895,yoseph carroll,corporate,united states,newark,delaware,19711,east,off-st-10002011,office supplies,storage,smead adjustable mobile file trolley with lockable top,2934.33,7,0.0,792.2691
3072,ca-2014-119375,2014-11-17,2014-11-22,standard class,yc-21895,yoseph carroll,corporate,united states,newark,delaware,19711,east,fur-fu-10002379,furniture,furnishings,eldon econocleat chair mats for low pile carpets,124.41,3,0.0,14.9292
3073,ca-2014-119375,2014-11-17,2014-11-22,standard class,yc-21895,yoseph carroll,corporate,united states,newark,delaware,19711,east,off-ar-10003752,office supplies,art,deluxe chalkboard eraser cleaner,57.75,5,0.0,26.565
3074,ca-2016-125206,2016-01-03,2016-01-05,first class,lr-16915,lena radford,consumer,united states,los angeles,california,90045,west,off-st-10003692,office supplies,storage,recycled steel personal file for hanging file folders,114.46,2,0.0,28.615
3075,ca-2015-126137,2015-10-03,2015-10-08,standard class,bs-11755,bruce stewart,consumer,united states,los angeles,california,90032,west,fur-bo-10004409,furniture,bookcases,"safco value mate series steel bookcases, baked enamel finish on steel, gray",120.666,2,0.15,18.4548
3076,ca-2014-143903,2014-07-20,2014-07-24,standard class,km-16375,katherine murray,home office,united states,dallas,texas,75217,central,off-st-10003306,office supplies,storage,letter size cart,342.864,3,0.2,38.5722
3077,ca-2014-143903,2014-07-20,2014-07-24,standard class,km-16375,katherine murray,home office,united states,dallas,texas,75217,central,fur-fu-10003724,furniture,furnishings,westinghouse clip-on gooseneck lamps,16.74,5,0.6,-14.229
3078,ca-2014-143903,2014-07-20,2014-07-24,standard class,km-16375,katherine murray,home office,united states,dallas,texas,75217,central,fur-ch-10002024,furniture,chairs,hon 5400 series task chairs for big and tall,981.372,2,0.3,-140.196
3079,ca-2014-104780,2014-05-21,2014-05-25,standard class,bt-11530,bradley talbott,home office,united states,san diego,california,92037,west,off-ar-10003514,office supplies,art,4009 highlighters by sanford,31.84,8,0.0,10.5072
3080,ca-2017-101182,2017-09-04,2017-09-05,first class,kb-16405,katrina bavinger,home office,united states,apple valley,california,92307,west,off-pa-10001800,office supplies,paper,xerox 220,12.96,2,0.0,6.2208
3081,ca-2017-101182,2017-09-04,2017-09-05,first class,kb-16405,katrina bavinger,home office,united states,apple valley,california,92307,west,tec-ph-10003589,technology,phones,invisibleshield by zagg smudge-free screen protector,43.176,3,0.2,15.1116
3082,us-2017-132297,2017-05-27,2017-06-02,standard class,dw-13480,dianna wilson,home office,united states,louisville,kentucky,40214,south,off-bi-10003364,office supplies,binders,binding machine supplies,58.34,2,0.0,28.0032
3083,us-2017-132297,2017-05-27,2017-06-02,standard class,dw-13480,dianna wilson,home office,united states,louisville,kentucky,40214,south,tec-ph-10002834,technology,phones,google nexus 5,539.97,3,0.0,134.9925
3084,ca-2014-100328,2014-01-28,2014-02-03,standard class,jc-15340,jasper cacioppo,consumer,united states,new york city,new york,10024,east,off-bi-10000343,office supplies,binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",3.928,1,0.2,1.3257
3085,ca-2017-118773,2017-02-09,2017-02-14,standard class,tp-21415,tom prescott,consumer,united states,houston,texas,77070,central,off-bi-10004584,office supplies,binders,gbc proclick 150 presentation binding system,252.784,4,0.8,-417.0936
3086,ca-2017-118773,2017-02-09,2017-02-14,standard class,tp-21415,tom prescott,consumer,united states,houston,texas,77070,central,tec-ac-10002402,technology,accessories,razer kraken pro over ear pc and music headset,127.984,2,0.2,15.998
3087,ca-2017-118773,2017-02-09,2017-02-14,standard class,tp-21415,tom prescott,consumer,united states,houston,texas,77070,central,fur-fu-10000550,furniture,furnishings,stacking trays by oic,3.984,2,0.6,-2.6892
3088,ca-2017-118773,2017-02-09,2017-02-14,standard class,tp-21415,tom prescott,consumer,united states,houston,texas,77070,central,off-ap-10000055,office supplies,appliances,belkin f9s820v06 8 outlet surge,12.992,2,0.8,-32.48
3089,us-2017-159205,2017-03-31,2017-04-02,second class,db-12910,daniel byrd,home office,united states,henderson,kentucky,42420,south,fur-fu-10001591,furniture,furnishings,advantus panel wall certificate holder - 8.5x11,61.0,5,0.0,25.62
3090,us-2017-159205,2017-03-31,2017-04-02,second class,db-12910,daniel byrd,home office,united states,henderson,kentucky,42420,south,tec-ph-10000526,technology,phones,vtech cs6719,671.93,7,0.0,188.1404
3091,ca-2016-112123,2016-03-03,2016-03-08,standard class,bh-11710,brosina hoffman,consumer,united states,newark,delaware,19711,east,off-bi-10001071,office supplies,binders,gbc proclick punch binding system,447.86,7,0.0,219.4514
3092,ca-2016-112123,2016-03-03,2016-03-08,standard class,bh-11710,brosina hoffman,consumer,united states,newark,delaware,19711,east,tec-ph-10001557,technology,phones,pyle pmp37led,479.95,5,0.0,129.5865
3093,ca-2016-112123,2016-03-03,2016-03-08,standard class,bh-11710,brosina hoffman,consumer,united states,newark,delaware,19711,east,off-pa-10001977,office supplies,paper,xerox 194,166.44,3,0.0,79.8912
3094,ca-2015-114468,2015-08-23,2015-08-23,same day,td-20995,tamara dahlen,consumer,united states,bolingbrook,illinois,60440,central,off-su-10004231,office supplies,supplies,acme tagit stainless steel antibacterial scissors,31.68,4,0.2,2.772
3095,ca-2015-114468,2015-08-23,2015-08-23,same day,td-20995,tamara dahlen,consumer,united states,bolingbrook,illinois,60440,central,off-pa-10000809,office supplies,paper,xerox 206,10.368,2,0.2,3.6288
3096,ca-2015-114468,2015-08-23,2015-08-23,same day,td-20995,tamara dahlen,consumer,united states,bolingbrook,illinois,60440,central,off-fa-10003021,office supplies,fasteners,staples,12.032,8,0.2,2.256
3097,ca-2015-114468,2015-08-23,2015-08-23,same day,td-20995,tamara dahlen,consumer,united states,bolingbrook,illinois,60440,central,off-ap-10000696,office supplies,appliances,holmes odor grabber,5.768,2,0.8,-13.5548
3098,ca-2017-135692,2017-04-27,2017-05-01,standard class,cv-12805,cynthia voltz,corporate,united states,fort worth,texas,76106,central,off-la-10001158,office supplies,labels,"avery address/shipping labels for typewriters, 4"" x 2""",33.12,4,0.2,11.592
3099,ca-2017-135692,2017-04-27,2017-05-01,standard class,cv-12805,cynthia voltz,corporate,united states,fort worth,texas,76106,central,fur-bo-10002268,furniture,bookcases,sauder barrister bookcases,220.2656,4,0.32,-42.1096
3100,ca-2017-131233,2017-04-14,2017-04-19,standard class,cs-12355,christine sundaresam,consumer,united states,new york city,new york,10024,east,off-bi-10000829,office supplies,binders,avery non-stick binders,10.776,3,0.2,3.5022
3101,ca-2017-131233,2017-04-14,2017-04-19,standard class,cs-12355,christine sundaresam,consumer,united states,new york city,new york,10024,east,fur-bo-10003441,furniture,bookcases,"bush westfield collection bookcases, fully assembled",242.352,3,0.2,9.0882
3102,ca-2017-119578,2017-12-22,2017-12-27,second class,jg-15310,jason gross,corporate,united states,providence,rhode island,2908,east,off-su-10003505,office supplies,supplies,premier electric letter opener,695.16,6,0.0,34.758
3103,ca-2017-119578,2017-12-22,2017-12-27,second class,jg-15310,jason gross,corporate,united states,providence,rhode island,2908,east,fur-bo-10003660,furniture,bookcases,"bush cubix collection bookcases, fully assembled",220.98,1,0.0,50.8254
3104,ca-2016-124562,2016-12-08,2016-12-12,standard class,jp-16135,julie prescott,home office,united states,columbus,ohio,43229,east,off-bi-10001267,office supplies,binders,"universal recycled hanging pressboard report binders, letter size",12.957,7,0.7,-9.5018
3105,us-2017-140074,2017-03-23,2017-03-29,standard class,ec-14050,erin creighton,consumer,united states,new york city,new york,10024,east,off-pa-10002741,office supplies,paper,xerox 1980,25.68,6,0.0,11.556
3106,ca-2016-103037,2016-07-25,2016-07-29,standard class,kh-16630,ken heidel,corporate,united states,houston,texas,77070,central,off-la-10004345,office supplies,labels,avery 493,15.712,4,0.2,5.6956
3107,ca-2017-127460,2017-07-10,2017-07-14,standard class,fg-14260,frank gastineau,home office,united states,aurora,illinois,60505,central,off-st-10004340,office supplies,storage,"fellowes mobile file cart, black",298.464,6,0.2,26.1156
3108,ca-2016-121671,2016-07-17,2016-07-22,standard class,aa-10480,andrew allen,consumer,united states,springfield,missouri,65807,central,off-pa-10001471,office supplies,paper,strathmore photo frame cards,21.93,3,0.0,10.0878
3109,ca-2016-121671,2016-07-17,2016-07-22,standard class,aa-10480,andrew allen,consumer,united states,springfield,missouri,65807,central,off-st-10002344,office supplies,storage,"carina 42""hx23 3/4""w media storage unit",242.94,3,0.0,4.8588
3110,ca-2016-121671,2016-07-17,2016-07-22,standard class,aa-10480,andrew allen,consumer,united states,springfield,missouri,65807,central,off-pa-10001892,office supplies,paper,"rediform wirebound ""phone memo"" message book, 11 x 5-3/4",7.64,1,0.0,3.7436
3111,ca-2016-121671,2016-07-17,2016-07-22,standard class,aa-10480,andrew allen,consumer,united states,springfield,missouri,65807,central,off-pa-10001934,office supplies,paper,xerox 1993,51.84,8,0.0,25.4016
3112,ca-2016-121671,2016-07-17,2016-07-22,standard class,aa-10480,andrew allen,consumer,united states,springfield,missouri,65807,central,off-st-10000078,office supplies,storage,tennsco 6- and 18-compartment lockers,265.17,1,0.0,47.7306
3113,ca-2016-150350,2016-08-23,2016-08-30,standard class,ms-17770,maxwell schwartz,consumer,united states,seattle,washington,98105,west,tec-ma-10001972,technology,machines,okidata c331dn printer,837.6,3,0.2,62.82
3114,ca-2016-150350,2016-08-23,2016-08-30,standard class,ms-17770,maxwell schwartz,consumer,united states,seattle,washington,98105,west,off-en-10002504,office supplies,envelopes,"tyvek  top-opening peel & seel envelopes, plain white",135.9,5,0.0,63.873
